,SS02232_35c_r14,SS02232_35c_r09,SS02232_35c_r05,SS02232_35c_r02,SS02232_35c_r04,SS02232_35c_r13,SS02232_35c_r12,SS02232_35c_r03,SS02232_35c_r06,SS02232_35c_r10,SS02232_35c_r08,SS02232_35c_r01,SS02232_35c_r07,SS02232_35c_r11,SS00238_r6,SS00238_r3,SS00238_r2,SS00238_r4,SS00238_r1,SS00238_r7,SS00238_r5,50pg_CBqRNA_r3,50pg_CBqRNA_r5,50pg_CBqRNA_r1,50pg_CBqRNA_r2,50pg_CBqRNA_r6,50pg_CBqRNA_r4,50pg_CBqRNA_r7,50pg_CBqRNA_r8
FBgn0260972,329.9924573,337.4217494,199.5131636,191.8641268,116.24437,266.2328416,315.2687192,192.3659885,182.554828,428.5232739,226.6372579,161.768298,206.120705,264.2980699,234.3512313,235.8225399,267.9797813,225.0107065,182.5188922,203.1141427,204.0241663,242.7460533,272.3986991,247.4809683,265.0005535,223.941848,254.3720191,247.3565432,182.6682466
FBgn0260985,41.9038041,131.6138373,0,32.17597158,0.578330199,150.4618938,31.72309726,3.573362016,0.447438304,26.60086278,31.92811255,68.67087295,34.74472021,0,13.25105001,19.83456511,48.49864925,14.03069071,11.7081539,11.86496727,5.345994049,25.19062817,17.06300576,54.36467173,41.51444703,17.14387353,24.61664701,34.57672109,31.91601335
FBgn0260986,0,0,0,0,0,0,0,0,0.447438304,0,0,0,0,0,0.213726613,0.417569792,0.082480696,0.45469831,0.32077134,0.117474924,0.26291774,90.83893189,44.48569358,65.72445388,94.79132071,39.64520754,69.74716652,29.92216248,64.51109081
FBgn0260987,1.428538776,149.6784816,47.3009932,23.83405302,144.5825497,56.07024997,78.16309531,39.30698217,36.68994092,76.4774805,29.31105414,58.53154943,114.563672,4.101176947,70.1023291,66.18481201,60.37586948,70.54319494,62.22963988,80.23537276,52.05771255,54.19801818,40.21994214,71.40434495,57.42831839,85.1836216,63.59300477,96.41585688,27.84162867
FBgn0260990,1.904718368,7.741990427,8.489921856,11.32117519,9.831613379,3.227064747,17.66028095,0,12.0808342,0.415638481,10.9916453,6.913175129,0.469523246,11.84784451,0.32058992,6.263546877,11.46481675,7.210216058,5.052148599,5.286371558,0.52583548,13.74034264,3.656358377,0.811413011,4.151444703,13.3936512,10.25693625,4.654558608,10.18596171
FBgn0260991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104392448,0,0,0,0,0,0,0,0,0,0,0,0.664936944,0.679064114
FBgn0260995,293.3266287,25.80663476,479.6805849,230.594463,100.0511244,164.176919,333.9101268,200.1082729,303.36317,545.317687,262.7526639,216.6128207,204.2426121,333.1067053,126.9536082,155.8579248,79.67635235,151.0897527,72.57451558,136.0359614,92.89760152,248.0895199,187.0836703,244.2353163,204.1126979,155.3663539,225.6525976,206.1304526,147.3569127
FBgn0260996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.427453226,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0260997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0261004,0,0,0,0,0,0,21.58478783,22.03573243,0,0,0,0,0,0,1.923539518,1.774671615,0,0,6.495619627,0,0,2.290057106,3.046965314,1.622826022,4.843352153,10.71492096,1.025693625,0,6.790641138
FBgn0261014,54.76065309,10.3226539,51.54595413,78.65237497,49.1580669,28.23681653,66.71661692,30.96913747,55.03491137,45.30459443,48.15387466,37.79202404,37.56185969,37.36627885,31.63153874,37.26810392,41.48779009,35.27159747,27.98729938,32.07065412,40.75224972,56.48807529,75.56473979,75.46141001,48.43352153,72.8614625,69.74716652,47.87545997,53.64606499
FBgn0261015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.6306319,22.54876876,44.70453724,63.46289269,56.37556293,30.30853027,51.35659857,0.763352369,0,0,0,0,0,0.664936944,0
FBgn0261016,0,58.71009407,0,0,0,9.277811147,16.67915423,0,22.8193535,0,0,0,0,0,0,5.324014846,9.072876561,0,3.368099066,0,0.175278493,0,0,0,0,0,0,0,0
FBgn0261019,0,20.64530781,30.92757248,0,0,0,0,0,0,57.77374886,73.27763535,0,0,0,11.4343738,14.61494271,6.268532897,9.288836903,6.736198131,3.641722629,5.258354803,0,0,0,0,0,0,0,0
FBgn0261020,31.42785308,0,70.9514898,0.595851326,84.43620902,0,21.91183007,4.168922351,34.4527494,69.41162632,0,17.05249865,35.21424346,92.04863814,10.15201412,6.994294013,7.505743337,5.066638311,2.566170717,5.051421711,16.47617838,17.55710448,18.28179188,25.15380334,38.74681723,24.6443182,29.74511513,11.30392805,23.08817987
FBgn0261041,4.761795921,96.77488034,49.12026217,49.45566002,213.9821735,236.3824927,116.7540796,108.3919811,80.09145639,142.9796375,192.6154986,3.226148394,69.48944042,133.9717803,99.91719162,104.1836631,86.8521729,100.6182403,85.40536917,99.26631037,111.9153181,116.7929124,129.1913293,125.7690167,56.04450349,126.9718133,108.7235243,91.76129828,175.1985414
FBgn0261046,171.4246532,152.2591451,98.84694733,135.2582509,43.37476491,141.9908489,48.72929373,45.85814587,132.4417379,40.73257114,13.08529203,38.25290238,173.2540778,88.85883384,0,2.401026303,0,5.001681409,2.485977882,6.226170946,3.768487609,116.0295601,60.93930628,50.30760667,76.801727,52.50311268,86.15826453,77.79762245,53.64606499
FBgn0261049,12.85684899,0.645165869,36.99180237,0,0,23.39621941,0,0.595560336,0,0,18.31940884,74.66229139,14.55522063,125.31374,10.90005727,17.95550105,15.42389015,9.61362141,5.292727103,0.469899694,5.959468776,1.526704738,52.4078034,15.41684721,13.14624156,1.607238143,32.82219601,20.61304526,6.111577025
FBgn0261053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.427453226,0,0.082480696,0,0,0.117474924,0,0,0,0,0,0,0,0,0
FBgn0261054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0261055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0261057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0261058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0261059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0261060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0261061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0261064,0,36.12928866,2.425691959,0,0,0,18.64140767,4.168922351,0,0,1.570235043,30.87884891,31.45805749,0,11.96869033,0,9.980164217,17.47340648,16.59991682,9.750418651,0.78875322,19.84716159,32.29783233,39.75923753,11.76242666,5.893206526,3.077080876,24.60266693,18.33473107
FBgn0261065,0,12.25815151,0.60642299,30.98426893,0,0,0,0.595560336,0,0.415638481,0.523411681,0.921756684,7.042848691,38.73333783,12.60987017,8.560180733,6.351013593,11.49737155,0.561349844,12.56981682,0.52583548,9.160228426,3.046965314,8.114130108,7.610981955,11.250667,0,3.32468472,10.86502582
FBgn0261067,56.66537146,0,0,85.20673956,0,0,44.47774461,23.82241344,2.237191519,22.02883949,49.20069802,12.44371523,22.06759257,0,6.839251619,6.681116669,28.20839804,3.572629578,6.816390966,14.21446574,12.09421605,6.10681895,7.312716753,0.811413011,13.14624156,0,19.48817888,3.32468472,3.395320569
FBgn0261068,70.47457963,0,0,26.21745832,26.02485895,0.806766187,0,0,0,0,0,4.608783419,0,0.455686327,11.22064719,2.714203647,13.52683415,20.13663944,8.340054829,5.521321405,15.33686817,3.816761844,9.140895942,3.245652043,4.843352153,3.750222335,6.154161752,14.62861277,4.753448797
FBgn0261085,0,0,4.244960928,2.979256628,15.61491537,31.86726437,0.32704224,0.595560336,0,0,39.25587608,6.452296787,9.390464922,50.12549601,6.411798393,10.54363724,0.659845568,0.129913803,0,0.469899694,13.67172249,6.870171319,16.4536127,7.302717098,2.075722351,21.96558796,12.3083235,0.664936944,6.111577025
FBgn0261086,100.9500735,0.645165869,24.86334258,10.72532386,59.56801047,65.34806112,148.1501346,109.5831018,68.90549879,17.04117772,54.95822651,76.04492642,112.6855791,76.555303,15.49517945,21.19166694,11.13489396,6.235862536,20.93032991,18.32608807,19.71883051,63.35824661,15.23482657,89.25543119,53.96878114,57.86057316,92.31242628,39.89621664,48.8926162
FBgn0261089,43.33234288,0,0,8.341918558,2.313320795,39.93492624,4.578591357,16.08012907,0,20.78192405,6.804351854,0.460878342,5.634278953,20.50588473,2.992172583,5.741584638,1.484652528,8.509354086,2.325592212,16.68143914,11.13018433,80.15199872,90.79956636,105.4836914,93.40750581,60.5393034,102.5693625,39.89621664,74.01798841
FBgn0261090,95.23591842,50.32293778,18.79911268,4.766810604,16.19324557,7.664278773,41.20732221,36.32918049,21.02960028,7.897131139,4.187293449,59.91418445,14.55522063,9.569412876,131.0144138,101.6782443,150.7747123,90.16017917,195.9912885,183.2608807,128.7420534,30.53409475,54.84537565,57.61032377,50.50924388,39.64520754,36.92497051,41.22609053,38.70665449
FBgn0261108,0.952359184,8.387156296,0.60642299,0,7.518292584,4.437214027,17.66028095,5.360043023,15.21290233,19.95064709,1.046823362,9.678445181,17.84188335,42.37882845,7.159841539,8.768965628,4.536438281,1.883750141,0.16038567,4.229097246,11.39310207,16.79375211,17.06300576,12.17119516,24.90866822,12.3221591,16.41109801,2.659747776,6.790641138
FBgn0261109,0,0,0,0,0,0,20.27661887,0,6.711574558,0,34.54517095,20.73952539,0,14.12627615,9.510834283,5.741584638,0,3.832457184,12.91104642,3.641722629,7.887532204,9.160228426,24.37572251,0,2.075722351,8.036190717,18.46248526,47.21052303,8.148769366
FBgn0261111,59.04626942,43.87127909,0,0,0,0,0,0,0,0,0.523411681,0,0,0,5.663755247,10.12606745,6.680936377,3.962370987,24.69939315,8.928094187,17.2649316,6.870171319,7.312716753,15.41684721,22.14103841,17.67961958,0,4.654558608,8.82783348
FBgn0261112,99.04535515,9.677488034,27.89545753,0,30.65150054,33.07741365,39.89915325,30.37357713,20.58216198,0.415638481,23.55352565,5.530540103,26.29330178,42.37882845,10.04515082,3.966913022,19.71288635,14.09564761,8.17966916,21.38043608,6.222386517,6.870171319,20.71936413,15.41684721,15.91387136,20.89409586,8.205549003,22.6078561,12.22315405
FBgn0261113,225.7091266,130.3235055,150.9993244,298.5215141,279.333486,212.9862733,310.6901278,176.2858594,256.3821481,234.4201033,237.1054915,525.4013098,159.6379037,245.6149305,116.9084574,98.54647087,74.4800685,77.6884541,69.44699502,89.04599202,94.47510796,128.243198,117.6128611,60.0445628,113.4728219,158.0450841,149.7512693,115.0340913,102.5386812
FBgn0261119,55.23683268,0,58.82303,67.33119979,0,0,40.88027997,0,23.2667918,11.22223899,27.21740742,7.374053471,19.25045309,1.82274531,4.274532262,12.21391641,19.38296356,18.44776,6.896583801,17.85618837,16.1256214,23.66392343,21.3287572,13.79402118,24.90866822,54.11035083,28.71942151,20.61304526,30.55788512
FBgn0261238,0,0,0,38.73033616,92.53283181,0.403383093,1.962253439,0,0.447438304,2.909469367,0,4.147905077,0,41.46745579,0,3.236165887,0.742326264,6.430733241,23.6568863,7.048495411,2.979734388,12.97699027,7.922109816,15.41684721,24.90866822,1.071492096,17.43679163,3.989621664,38.70665449
FBgn0261239,109.9974858,18.7098102,32.14041846,16.68383712,23.13320795,93.58487765,10.13830943,55.98267158,8.948766077,35.32927088,29.31105414,37.79202404,8.920941676,30.07529761,2.457856051,11.90073907,4.124034801,9.548664509,10.90622555,6.108696022,11.21782358,32.82415186,21.93815026,32.45652043,24.21676077,16.60812748,61.54161752,35.24165803,24.4463081
FBgn0261243,36.66582859,16.77431259,1.819268969,0,53.78470849,143.2009981,90.59070042,39.30698217,13.42314912,26.1852243,33.49834759,29.03533554,41.31804566,0,11.4343738,42.59211877,46.10670907,34.94681296,12.83085358,18.91346268,22.61092565,19.84716159,29.25086701,40.57065054,41.51444703,45.00266802,38.97635776,49.8702708,54.32512911
FBgn0261244,192.8527348,134.8396666,164.9470532,156.7088986,134.1726061,192.0103524,4.905633597,193.5571092,155.2610914,106.4034511,74.32445871,213.3866723,162.9245664,108.9090322,0.213726613,20.6697047,0.494884176,14.94008733,12.34969657,25.60953332,18.93007729,103.0525698,84.70563573,80.32988807,57.42831839,87.32660579,84.10687728,121.6834608,91.67365537
FBgn0261245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.064956901,0,0,0,0,0,0,0,0,0,0,0
FBgn0261258,242.851592,458.0677669,317.1592236,214.5064772,346.4197891,370.3056797,556.6258921,170.9258164,221.0345221,495.0254308,372.1457053,194.029782,392.5214337,296.1961128,0,0.835139584,0.082480696,0.259827606,4.25022025,0.234949847,0.876392467,302.287538,246.1947974,197.1733616,225.5618288,236.2640071,263.6032617,273.9540209,367.3736856
FBgn0261260,37.14200818,17.41947846,60.64229897,38.13448484,108.7260774,25.00975179,29.43380158,86.35624871,34.4527494,11.22223899,71.70740031,104.6193836,106.1122536,69.26432177,0.106863307,0.104392448,0.329922784,2.403405353,3.368099066,11.16011773,0.52583548,48.8545516,58.50173403,75.46141001,51.20115133,47.68139825,45.13051951,61.17419885,67.22734727
FBgn0261261,49.52267758,38.06478627,25.46976557,4.766810604,24.86819855,219.4404028,62.13802556,35.73362016,19.23984707,33.25107848,127.7124502,46.54871254,38.50090618,95.23844243,3.312762503,32.46605131,37.94112017,19.35715662,27.42594954,29.25125595,23.75023586,47.32784687,32.90722539,56.79891076,76.801727,63.75377969,60.51592389,48.54039691,29.1997569
FBgn0261262,356.6585145,556.132979,375.9822536,516.0072479,650.0431434,324.7233901,486.3118106,278.1266769,306.9426764,248.5518116,561.6207338,373.311457,378.4357364,328.5498421,1198.792573,1123.367132,1013.357831,1083.870857,1503.535462,1073.603326,1076.998703,503.8125634,620.3621379,499.0190017,652.4687258,670.2183058,625.6731114,552.5626005,744.9333329
FBgn0261266,1.428538776,1.290331738,0,0,0,0,0,0,0,0,0,0.460878342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0261267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0261268,0,85.80706057,75.19645073,0,19.66322676,15.73194064,12.75464735,63.12939561,61.29904763,86.45280404,90.55022083,42.40080746,66.67230095,20.05019841,12.18241695,27.97717605,41.90019357,10.06831972,11.78834673,5.638796328,27.9569197,40.45767555,43.87630052,12.98260817,25.60057567,72.8614625,46.15621314,37.23646887,38.02759037
FBgn0261269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.494008733,0,0.234949847,0,2.290057106,0,0,0,0,0,0,0.679064114
FBgn0261270,0.476179592,9.677488034,33.35326444,75.07726702,0,89.14766363,49.71042045,30.37357713,69.3529371,43.22640202,14.65552707,0,46.48280136,106.1749143,30.77663229,14.30176537,15.25892876,11.69224226,19.00570187,27.25418225,28.48275518,16.79375211,21.3287572,3.245652043,32.51965017,4.285968382,24.61664701,6.64936944,4.074384683
FBgn0261274,0,44.51644496,0,0.595851326,31.80816093,88.74428053,0.32704224,0,39.82200904,40.31693265,0,81.11458818,0,54.68235929,18.38048873,17.32914636,16.00125503,11.82215606,0.561349844,9.985368498,7.18641823,21.37386633,38.39176296,32.45652043,17.98959371,6.428952574,11.28262988,11.96886499,22.40911576
FBgn0261276,128.0923103,109.6781977,200.1195866,193.0558295,214.5605037,219.4404028,121.6597132,201.2993935,281.8861314,350.3832395,221.9265528,177.89904,231.0054371,176.806295,338.3292285,303.3644538,258.576982,324.0050243,397.3554969,379.6789528,344.6851573,161.8307022,98.11228311,122.5233646,98.94276542,78.21892298,95.38950715,105.0600372,126.9849893
FBgn0261277,0,32.90345931,0,0,0,0.403383093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0261278,205.7095838,91.61355339,98.24052434,168.6259251,171.764069,379.5834908,400.2997015,117.3253862,239.8269309,27.01650126,116.1973932,270.9964651,259.1768318,226.4761047,165.4243985,124.435798,118.6897216,144.7889333,116.1192249,168.2240905,176.9436391,116.0295601,127.3631501,105.4836914,160.5225285,120.0071147,85.1325709,93.09117216,198.9657854
FBgn0261279,27.61841634,105.1620366,34.56611042,8.937769883,35.27814213,35.09432912,48.40225149,10.12452571,86.80303095,67.33343392,46.58363962,43.78344248,102.3560676,95.23844243,7.052978232,23.48830079,21.93986514,32.67332141,34.40272617,20.32316177,34.7051417,73.2818274,56.67355484,55.98749775,41.51444703,39.10946149,34.87358326,17.95329749,75.37611664
FBgn0261283,57.61773064,1.935497607,32.74684145,5.958513256,41.06144411,22.99283632,40.55323773,10.72008605,12.97571081,56.94247189,11.51505698,73.74053471,10.32951141,0.455686327,16.45694921,30.4825948,24.66172811,21.82551888,17.32165234,35.4774269,32.16360354,36.6409137,20.71936413,49.49619366,67.80693015,61.6107955,53.33606852,57.18457719,46.85542385
FBgn0261284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.79725432,0,0,21.96558796,5.128468127,11.96886499,4.753448797
FBgn0261285,48.0941388,0,11.52203681,3.575107953,8.674952982,96.00517621,17.00619647,32.16025814,32.66299618,48.62970227,3.663881768,0.921756684,15.49426712,15.49333513,47.98162464,78.92069066,61.69556062,58.52616818,57.25768412,84.9343697,52.14535179,74.80853214,27.42268783,36.51358549,65.73120779,50.36012849,60.51592389,67.15863135,44.1391674
FBgn0261286,0,1.290331738,0,33.36767423,0.578330199,0,0,0,12.97571081,0,0,1.843513368,0,0.455686327,0.748043146,13.36223334,4.288996193,0.519655211,5.372919938,0,0.701113974,3.053409475,4.875144502,0,6.919074505,0,5.128468127,0,1.358128228
FBgn0261287,0,0,0,0,0,0,0,0,0,0,0,0,0.469523246,0,0,0,0,0,0.16038567,0,0,0,0,0,0,0,0,0,0
FBgn0261289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.288996193,1.299138028,0,2.584448317,0,0,0,0,0,7.500444669,0,9.309117216,0
FBgn0261290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.087639247,0,0,0,0,0,0,0,0
FBgn0261291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.087639247,0,0,0,0,0,0,0,0
FBgn0261292,0,0.645165869,0,0,0,0,0,0,0,0,0,0,0,21.41725739,0,0,0,0,0.240578505,0,0,0,0,0,0,0,0,0,0
FBgn0261293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0261294,0,0,0,0,0,0,0,0,0,0.415638481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0261341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.319691136,0,0,0,0.087639247,0,0,0,0,0,0,0,0
FBgn0261349,0.476179592,2.580663476,0.60642299,2.383405302,0.578330199,0.806766187,0.32704224,1.191120672,1.342314912,0,0.523411681,0.460878342,0.939046492,0.455686327,0.961769759,1.357101823,0.329922784,0.389741409,3.127520561,0.939799388,0.78875322,0,1.828179188,1.622826022,0,0.535746048,20.51387251,3.32468472,0
FBgn0261353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.20317867,67.12434404,87.59449916,47.02879663,59.42289066,37.82692537,39.08710403,58.7781324,82.87745654,64.91304087,78.87744935,57.32482711,59.49023027,73.80800079,67.90641138
FBgn0261356,0,0,0,0,0,1.21014928,0,0,0,0,0,0,0,0,0,3.236165887,0,0,0,0,0,0,0,0,0,3.214476287,0,3.32468472,0
FBgn0261357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0261358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0261360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0261361,0.952359184,1.290331738,31.53399547,11.32117519,0,68.57512587,25.83633694,20.84461176,42.50663887,17.4568162,10.9916453,1.843513368,13.61617414,24.60706168,4.701985488,9.917282556,16.41365851,18.5127169,4.811570094,5.051421711,6.835861244,22.90057106,35.9541907,28.39945538,25.60057567,20.35834982,13.33401713,9.97405416,11.54408994
FBgn0261363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0261373,44.28470206,0,46.08814722,0,87.32786002,0.403383093,38.26394206,0,28.63605145,0.415638481,49.7241097,0.460878342,0.469523246,56.04941827,27.35700648,38.83399064,13.52683415,28.71095043,19.08589471,0.822324465,0.350556987,9.160228426,34.73540458,4.868478065,22.14103841,17.14387353,25.64234063,35.90659498,6.790641138
FBgn0261380,0.952359184,0,0,35.15522821,0,3.63044784,20.27661887,53.0048699,19.68728537,78.14003442,35.06858263,73.74053471,20.65902283,28.2525523,25.54033027,14.71933516,16.00125503,9.1589231,19.96801589,18.09113822,4.644880076,48.09119923,46.92326583,30.0222814,13.83814901,16.07238143,51.28468127,19.94810832,8.82783348
FBgn0261381,37.61818777,7.096824558,34.56611042,36.94278218,0.578330199,2.016915467,81.43351771,98.26745543,67.11574558,12.88479291,0,33.64411896,62.44659173,54.68235929,0,0.313177344,0.41240348,0,0.240578505,0,0,0,0,0,0,0,0,0,0
FBgn0261383,116.1878205,93.54905099,60.03587598,94.14450944,1.156660398,37.11124459,1.962253439,70.87167997,18.79240876,34.9136324,4.71070513,69.13175129,95.31321896,0.455686327,11.54123711,5.219622398,10.310087,9.678578312,39.21429627,11.16011773,6.92350049,13.74034264,10.35968207,25.96521635,26.29248312,27.32304844,30.77080876,63.16900968,29.1997569
FBgn0261385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106863307,0,0,0,0,0,0,0,0,0,0,0.535746048,0,0,0
FBgn0261386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.68693316,2.437572251,13.79402118,12.45433411,2.678730239,7.179855377,4.654558608,2.037192342
FBgn0261387,24.76133879,12.25815151,0,1.191702651,60.14634067,16.13532373,14.71690079,14.29344806,11.6333959,37.40746329,6.280940173,17.05249865,12.67712764,40.55608314,9.831424203,8.351395837,16.00125503,10.97771634,15.95837414,9.280518957,17.35257085,19.84716159,45.70447971,17.03967323,35.97918742,18.75111167,40.00205139,19.28317138,31.91601335
FBgn0261393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0261394,58.09391023,183.2271068,16.97984371,50.64736267,142.8475591,47.59920501,71.29520828,0,168.2368022,182.4652931,154.9298576,77.88843979,104.2341606,133.0604076,86.23868839,92.38731644,114.9780902,95.61655889,68.96583801,65.78595717,158.3641188,109.1593887,121.2692195,135.5059728,53.96878114,63.75377969,144.6228012,59.17938802,49.57168031
FBgn0261395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0261396,62.85570616,47.7422743,55.79091506,36.94278218,44.53142531,42.3552248,82.74168667,3.573362016,87.25046925,2.909469367,0.523411681,34.56587565,27.70187152,0,48.40907787,29.33427788,38.51848504,58.78599579,79.63148505,50.9841168,42.06683842,37.40426607,20.10997107,36.51358549,26.98439057,20.89409586,43.07913226,54.52482941,38.70665449
FBgn0261397,2.38089796,7.096824558,0,0,2.313320795,5.647363307,28.45267486,26.80021512,33.11043448,4.987661772,24.07693733,0.460878342,0.469523246,83.84628424,11.11378388,20.98288204,14.68156389,2.923060564,7.217355141,0.352424771,0.26291774,19.08380922,10.96907513,24.34239033,16.60577881,23.03708006,40.00205139,15.29354971,5.432512911
FBgn0261399,0,0,0,0,0,0,0,0,0,0,0,0,0,0.455686327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0261401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.082480696,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0261402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.064956901,0,0,0.087639247,0,0,0,0,0,0,0,0
FBgn0261403,56.18919187,28.38729823,55.18449207,26.81330965,117.4010304,31.06049819,108.2509814,55.98267158,54.58747307,45.30459443,64.37963677,66.36648124,81.22752157,119.3898178,37.93647383,66.81116669,61.44811853,39.16901156,51.88476418,16.68143914,37.07140136,90.07557952,82.87745654,82.76412711,59.50404074,102.3274951,93.3381199,95.085983,129.7012457
FBgn0261434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0261436,0.476179592,1.290331738,11.52203681,8.341918558,14.45825497,24.60636869,0.32704224,0.595560336,6.264136254,4.572023291,20.41305556,0,28.64091801,5.012549601,4.274532262,0,9.485280041,0.324784507,6.896583801,3.759197552,11.56838057,1.526704738,13.40664738,1.622826022,3.459537252,13.3936512,16.41109801,8.644180272,6.790641138
FBgn0261437,39.04672655,0.645165869,0,0,4.048311391,40.33830933,0,0,14.76546403,12.46915443,7.851175216,0,0,0,21.1589347,18.68624818,41.48779009,26.95711409,10.3448757,4.229097246,29.18386916,36.6409137,17.67239882,36.51358549,10.37861176,13.3936512,23.59095338,27.26241471,28.52069278
FBgn0261439,503.7980084,210.3240733,78.83498867,305.67173,301.3100336,174.6648794,131.4709804,138.1699979,346.3172472,116.3787747,166.9683263,265.9268033,151.6560085,445.2055419,152.7076651,164.3137131,232.1831593,174.9289355,130.5539352,132.9816134,162.4831634,251.1429293,329.0722539,353.7760727,300.9797409,295.1960723,272.8345043,208.1252635,268.9093891
FBgn0261444,248.0895675,23.22597128,13.94772876,180.5429516,96.002813,114.9641816,140.3011209,71.46724031,109.6223844,162.0990076,52.86457979,120.2892472,161.0464734,116.2000135,48.72966779,36.64174923,26.47630342,27.73659691,52.76688536,48.28219356,54.86216844,70.9917703,44.48569358,38.13641151,65.73120779,47.68139825,36.92497051,71.81318996,156.1847462
FBgn0261445,22.38044083,0,0,33.36767423,41.63977431,11.29472661,19.62253439,0.595560336,57.27210289,0.831276962,70.66057695,24.88743046,48.83041759,4.101176947,12.71673348,8.455788285,10.47504839,0,5.613498443,0,4.206683842,93.12898899,94.45592473,93.31249625,68.4988376,62.14654154,52.31037489,52.53001858,107.9711941
FBgn0261446,0,0,0,0,0,0,0.32704224,0,0,0,0,0,0,0,0,0,0,3.247845071,0,0,0,0,0,0,0,0,0,0,0
FBgn0261456,29.04695512,27.74213236,0,1.191702651,0,36.3044784,25.18225246,25.01353411,21.92447689,35.74490936,20.41305556,0.921756684,0,34.63216088,7.480431458,2.714203647,0.164961392,2.403405353,2.967134891,17.26881376,5.696551036,12.97699027,12.18786126,49.49619366,37.36300232,9.107682813,11.28262988,11.96886499,8.148769366
FBgn0261458,57.61773064,32.90345931,1.819268969,39.92203881,83.27954862,102.4593057,107.5968969,33.35137881,3.132068127,10.80660051,21.98329061,61.29681948,151.6560085,60.60628154,54.60714965,65.66284977,49.81834039,39.75362367,63.51272524,33.83277797,34.7051417,65.64830372,43.87630052,55.98749775,60.88785564,43.93117592,111.8006052,37.90140581,55.00419322
