,SS02232_35c_r14,SS02232_35c_r09,SS02232_35c_r05,SS02232_35c_r02,SS02232_35c_r04,SS02232_35c_r13,SS02232_35c_r12,SS02232_35c_r03,SS02232_35c_r06,SS02232_35c_r10,SS02232_35c_r08,SS02232_35c_r01,SS02232_35c_r07,SS02232_35c_r11,SS00238_r6,SS00238_r3,SS00238_r2,SS00238_r4,SS00238_r1,SS00238_r7,SS00238_r5,50pg_CBqRNA_r3,50pg_CBqRNA_r5,50pg_CBqRNA_r1,50pg_CBqRNA_r2,50pg_CBqRNA_r6,50pg_CBqRNA_r4,50pg_CBqRNA_r7,50pg_CBqRNA_r8
FBgn0000057,51.42739595,0,0,0,0,32.67403056,43.82366013,53.0048699,44.29639208,59.85194126,0,40.55729409,25.35425529,25.97412066,17.63244558,12.21391641,0.577364872,10.45806113,5.052148599,0.117474924,8.939203165,25.95398054,31.0790462,37.3249985,12.45433411,18.75111167,35.89927689,41.89102747,26.48350044
FBgn0000061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0000063,0,0,0,0,0,0,0,0,0,0,16.22576211,0,0,0,2.137266131,4.175697918,6.021090809,0.389741409,4.08983458,3.994147399,6.13474727,0,3.656358377,8.114130108,0,0,0,6.64936944,16.97660285
FBgn0000064,1684.723397,1760.657656,1348.078306,1346.028144,1069.332538,1397.319035,1912.870061,1733.676138,1552.163476,1118.898791,1376.572721,1290.459357,1888.422496,1556.624494,854.0515459,842.8646248,692.2604816,811.3116987,733.6040537,784.3800643,854.9208517,2253.416193,2174.314448,2464.261314,2361.480128,1960.830535,2261.654444,1943.610687,1874.896018
FBgn0000071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.984432496,0
FBgn0000075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.290057106,0,0,0,0.535746048,0,0,2.037192342
FBgn0000077,0,0,1.212845979,27.40916098,43.37476491,2.42029856,39.89915325,0.595560336,0,0,0,0,49.29994084,7.290981238,2.671582664,10.12606745,11.79473953,2.468362254,0,0,1.928063428,25.19062817,22.54754332,40.57065054,13.14624156,47.14565221,47.18190676,19.94810832,30.55788512
FBgn0000078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.064956901,0,0,0,18.32045685,5.484537565,4.868478065,0.69190745,0,0,1.994810832,1.358128228
FBgn0000079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.870171319,5.484537565,6.491304087,0,2.678730239,0,1.329873888,0.679064114
FBgn0000083,0,0,0,0,0,0,0,0,0,0,26.69399574,0,0,0,0.106863307,3.027380991,0,3.962370987,6.656005297,0,0.087639247,108.3960364,127.9725432,123.3347776,89.94796856,98.5772728,170.2651418,140.9666321,88.2783348
FBgn0000084,23.33280001,27.74213236,55.79091506,83.41918558,24.86819855,13.71502517,24.85521022,50.02706822,44.74383039,128.8479291,52.34116811,63.14033285,34.27519697,5.012549601,13.99909316,47.49856382,20.12528983,28.97077803,8.741019004,20.79306146,36.19500889,48.8545516,69.47080916,43.00488957,83.02889406,92.14832022,90.26103903,60.50926191,77.41330898
FBgn0000092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104392448,3.381708536,0,3.287906231,0.469899694,0,0,0,0,1.383814901,0,1.025693625,1.329873888,0
FBgn0000094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0000097,196.1859919,762.5860571,858.0885305,259.1953266,384.011252,370.3056797,747.6185602,629.5072751,1459.991185,775.165767,931.6727923,816.6764219,1214.187114,543.1781023,31.84526535,15.4500823,32.08499075,25.59301916,30.47327726,15.5066899,29.18386916,28.24403765,59.72052015,41.38206355,26.98439057,58.93206526,74.87563465,57.18457719,57.72044968
FBgn0000100,905.6935841,1185.169701,771.9764659,989.7090518,787.1074005,799.9086741,1004.346718,1370.384333,954.3859021,933.5240283,705.5589461,817.1373003,768.1400306,938.7138345,471.6946351,458.5960239,433.9309417,445.9940852,322.535582,474.3637411,536.7027469,497.7057445,564.2979761,497.3961756,476.0323259,511.6374757,565.1571875,646.9836465,537.8187782
FBgn0000108,4158.952557,4703.90435,3010.283721,4123.887024,3520.87425,3846.661178,3798.595615,3784.785935,3825.597498,6183.038043,3269.22936,2991.561318,3493.722474,4221.478137,2321.284745,2180.131883,1888.807939,2336.304873,2744.599774,1884.767673,1590.477049,1669.451631,1666.080634,1404.555922,1385.198716,1690.278781,1399.046105,1909.033966,2267.395076
FBgn0000109,0,0,0,0,0,38.72477696,0,0,0,15.3786238,36.11540599,0,0,19.59451208,8.549064524,23.80147813,1.567133224,4.806810705,13.71297477,0.939799388,8.150449944,18.32045685,3.046965314,7.302717098,11.07051921,2.142984191,2.051387251,0,5.432512911
FBgn0000114,7.142693881,0,20.01195866,0,10.40994358,1.21014928,2.289295679,0.595560336,0,17.4568162,0,36.40938901,62.91611498,0,31.63153874,60.65201226,50.47818596,58.52616818,43.14374518,4.816471864,54.33633296,10.68693316,15.84421963,34.07934646,43.59016938,39.10946149,37.95066414,17.95329749,29.1997569
FBgn0000115,19.04718368,0,0,0,43.37476491,27.43005035,0,7.742284367,35.347626,0,85.31610402,0,1.408569738,0,10.25887743,19.41699532,12.86698858,14.03069071,17.64242368,33.4803532,28.57039443,11.45028553,35.9541907,47.87336764,30.44392782,17.14387353,41.02774501,21.94291915,55.68325733
FBgn0000116,958.5495189,1820.658082,1473.607865,1219.111812,1580.576433,1287.598834,847.3664433,1591.932778,1259.538825,1059.04685,1188.144516,1153.117612,1502.004864,1486.4488,3286.687856,3014.54072,2983.326775,2856.869481,2481.246505,2972.820414,2831.010587,1847.312732,2167.001731,2115.353719,2081.949518,1795.285006,2042.156008,1612.472089,1709.204375
FBgn0000117,215.7093552,484.5195676,299.5729569,294.3505548,248.1036553,377.1631923,271.445059,351.9761585,314.9965659,484.6344688,217.2158476,370.0853086,243.6825647,282.0698367,113.5956949,148.8636308,137.9902044,135.2402688,78.50878537,108.5468293,132.861098,235.1125296,285.8053464,303.4684661,324.5045943,263.5870555,298.476845,325.1541656,243.1049528
FBgn0000119,0,41.29061561,29.10830351,0.595851326,0,4.84059712,0,4.764482687,17.45009385,0.415638481,2.093646724,17.51337699,18.78092984,0,0.106863307,0.208784896,0,0,0,0.117474924,5.87182953,0.763352369,2.437572251,15.41684721,3.459537252,0,9.231242628,5.984432496,4.074384683
FBgn0000120,0,0,0,0,0,0,0,0,0,0,0,0,0,0.455686327,0,0,0,0,0,0,0,86.25881767,79.83049123,91.68967023,90.63987601,117.8641305,112.8262988,70.48331607,112.0455788
FBgn0000121,0.476179592,0.645165869,0,0,0,0.403383093,0.65408448,0,0,0.415638481,0,0,0,0,0,0,0,0,0,0,0,652.6662753,603.9085252,526.607044,575.6669988,564.6763344,472.8447613,672.9161874,787.7143721
FBgn0000137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.6389911,0
FBgn0000139,0,0,11.52203681,30.98426893,27.18151934,0,1.308168959,1.191120672,3.579506431,0,34.54517095,42.40080746,0,0,16.67067582,17.12036147,19.96032843,10.39310423,6.335233957,9.280518957,4.381962336,6.870171319,18.28179188,34.07934646,2.767629802,39.10946149,25.64234063,19.94810832,36.66946215
FBgn0000140,0.476179592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0000146,0,0,0,0,0,0,0.65408448,0,0,0,0,0,2.34761623,0,0,2.818596095,0.082480696,0,0.16038567,0,5.170715556,2.290057106,0.609393063,0,0,0,6.154161752,0,0
FBgn0000147,28.09459593,0,0,0,0,0.403383093,0,0,0,51.95481012,0,0,0,0.455686327,6.5186617,6.263546877,1.484652528,3.832457184,19.08589471,31.95317919,0,0,9.140895942,0,5.535259604,0,2.051387251,13.29873888,0
FBgn0000150,256.1846205,155.4849744,345.6611042,190.0765729,334.8531851,199.6746312,228.2754834,459.7725793,250.1180119,90.60918885,323.9918306,247.4916696,205.6511818,282.9812093,253.0523099,231.8556269,234.5750995,266.842951,171.933438,269.3699996,228.6507947,232.0591201,219.3815026,234.4983601,265.0005535,286.6241356,256.4234063,216.7694438,208.4726829
FBgn0000152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.703323691,8.114130108,1.383814901,0,7.179855377,2.659747776,0.679064114
FBgn0000153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.396876057,5.484537565,11.35978215,26.98439057,8.036190717,2.051387251,1.329873888,5.432512911
FBgn0000157,0.952359184,0.645165869,0,30.98426893,37.01313272,33.07741365,14.71690079,2.97780168,14.31802572,0,10.9916453,0,0,192.7553165,0,0,0,0.064956901,0,0,0,3.816761844,20.71936413,7.302717098,15.91387136,6.964698621,3.077080876,5.984432496,14.26034639
FBgn0000158,72.85547759,0,0,0,0,0,0.32704224,0,5.369259646,2.078192405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0000163,11.42831021,9.032322165,20.61838165,28.60086363,34.69981193,10.89134352,13.08168959,18.46237041,21.47703858,13.30043139,24.07693733,26.73094383,26.76282503,10.48078553,18.38048873,16.91157657,19.71288635,21.63064817,23.01534362,18.09113822,17.52784934,16.79375211,37.17297683,18.66249925,19.37340861,30.53752472,14.35971075,23.93772999,23.76724398
FBgn0000166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0000173,133.8064654,145.1623205,397.2070583,579.1674884,263.1402404,248.4839855,463.0918115,292.4201249,306.0477998,68.16471088,492.0069802,484.8440157,419.2842588,106.6306006,144.0517372,166.8191318,141.7843164,119.7155693,121.7327234,133.4515131,94.7380257,203.8150825,154.7858379,192.3048836,226.2537363,310.1969617,204.1130314,282.5982012,265.5140685
FBgn0000179,43.33234288,0.645165869,14.55415175,5.36266193,34.69981193,28.23681653,11.11943615,0,4.026944735,60.26757974,9.944821941,7.834931813,0,0.455686327,0,0,0,0,0.641542679,0.117474924,0.087639247,38.16761844,27.42268783,68.97010592,64.34739289,71.78997041,77.95271552,59.17938802,73.33892429
FBgn0000180,0,12.25815151,32.14041846,0,20.81988716,0,1.962253439,61.93827494,15.21290233,0,0,8.295810155,33.80567372,3.189804292,0.106863307,0,0,0,1.844435203,0,0,4.580114213,14.01604044,0,12.45433411,6.964698621,13.33401713,0.664936944,5.432512911
FBgn0000181,525.7022697,400.6480046,372.3437157,314.6094999,270.0802028,297.2933398,157.9614018,362.6962446,242.0641224,352.8770703,129.8060969,258.0918715,396.2776197,341.3090592,254.9758494,295.8481975,260.0616345,377.6594249,270.8913963,296.389232,194.9973239,705.3375888,722.1307794,460.0711771,531.384922,561.4618581,629.7758859,586.4743846,675.6687933
FBgn0000182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0000183,116.1878205,183.2271068,57.61018403,27.40916098,44.53142531,182.7325413,100.4019676,156.036808,71.14269031,66.50215696,106.7759829,78.34931813,81.22752157,64.70745849,44.24140891,36.95492658,27.96095595,31.30922648,42.90316667,24.19983424,16.38853914,46.5644945,40.82933521,69.78151893,37.36300232,44.46692197,67.69577927,39.2312797,84.20395012
FBgn0000206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.609393063,0,2.075722351,0,2.051387251,0,0
FBgn0000212,58.57008983,0,44.87530124,25.02575567,0,15.73194064,19.29549215,4.168922351,7.606451165,13.71606987,0,15.66986363,29.11044126,0,26.82268994,4.906445054,7.505743337,2.598276057,12.10911807,10.69021804,1.665145688,6.10681895,15.23482657,17.85108624,26.98439057,20.35834982,43.07913226,15.95848666,14.9394105
FBgn0000216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0000221,16.66628572,8.387156296,5.457806908,0.595851326,0,0,0,150.676765,23.7142301,0,0,0.460878342,0,0,1.496086292,19.93895756,5.773648721,6.235862536,12.1893109,28.07650672,9.114481658,22.90057106,7.922109816,25.15380334,24.21676077,8.036190717,35.89927689,9.97405416,33.27414158
FBgn0000227,0,0,0,0,0,0,0,0,0.447438304,0,0,0,0,0,0,0.104392448,0,0,0.16038567,0,0,0,0,0,0,0.535746048,0,0,0
FBgn0000228,0.476179592,24.51630302,43.66245526,5.36266193,2.313320795,18.1522392,49.05633597,48.24038721,50.11309003,24.1070319,1.570235043,0,0,8.202353893,22.01384115,16.70279167,4.618918977,21.24090676,5.212534268,8.105769722,29.88498313,19.84716159,15.23482657,13.79402118,20.75722351,23.03708006,31.79650238,52.53001858,53.64606499
FBgn0000229,779.5059922,740.0052517,436.0181296,279.4542717,190.8489656,504.6322498,258.6904117,388.305339,492.1821342,711.9887179,357.4901782,340.5890947,424.9185377,358.6251397,360.8773862,400.6582153,351.5327264,419.6865401,321.9742321,350.0752721,397.0934269,567.9341624,477.1547682,602.068454,444.2045832,459.670109,577.4655111,365.0503823,361.2621086
FBgn0000233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106863307,0.104392448,0,0.064956901,0.721735514,0,0,0,1.828179188,0,6.919074505,12.3221591,6.154161752,5.319495552,0
FBgn0000239,0.476179592,48.38744017,60.03587598,0,77.49624664,46.79243883,61.81098332,0,5.369259646,23.27575493,0,0,32.86662723,0,18.80794195,6.785509117,14.92900598,6.560647043,15.1564458,29.36873088,10.95490584,42.74773265,46.92326583,12.17119516,46.35779918,32.14476287,21.53956613,87.10673967,71.30173195
FBgn0000241,59.52244901,0,0,0,0,0,0,0,0.447438304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0000244,0,0,0,0,0,0,0,0,7.606451165,0,0,0,0,0,0,0,0,0,0,0,0,11.45028553,0,12.17119516,0.69190745,8.571936765,1.025693625,6.64936944,5.432512911
FBgn0000246,0,0,0.60642299,0,1.156660398,27.83343344,0,0.595560336,2.237191519,0,0,0,0,0,1.175496372,0,0,2.663232958,5.854076948,0,0.087639247,9.160228426,0.609393063,1.622826022,13.14624156,4.82171443,0,0.664936944,3.395320569
FBgn0000247,93.80737964,13.54848325,43.05603227,18.47139109,1.156660398,28.23681653,22.89295679,25.60909444,26.84629823,32.41980152,1.570235043,1.843513368,0,13.21490349,10.68633065,8.977750524,6.186052201,17.66827719,24.21823614,8.223244646,7.712253711,21.37386633,32.90722539,42.19347656,15.22196391,17.67961958,15.38540438,28.59228859,23.76724398
FBgn0000250,193.805094,70.96824558,55.18449207,81.6316316,82.12288823,100.0390071,134.7414028,3.573362016,76.95938826,96.84376607,27.7408191,75.12316974,82.63609131,130.781976,98.74169525,110.7603873,47.5088809,77.10384199,78.02762836,91.04306572,68.44625168,44.27443739,107.2531791,77.08423603,44.97398428,51.43162059,75.90132827,85.11192884,67.22734727
FBgn0000251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.767629802,0,0,0,0
FBgn0000253,6704.608657,7785.21654,7240.084074,7166.899744,6798.271487,7757.863651,5376.574422,6967.46037,7298.613612,7703.443606,6056.919973,6806.251354,7003.878262,6528.618013,3512.490023,2853.567565,2902.660654,2920.00759,2908.914893,3112.967998,2664.583657,5132.781328,5008.601583,4319.151457,4971.355032,5586.22404,4657.674753,5765.668242,5606.353324
FBgn0000256,42.85616329,19.35497607,77.0157197,22.04649905,71.13461445,58.49054853,53.30788509,17.86681008,34.9001877,55.69555645,76.94151712,22.58303876,54.46469655,60.15059522,8.121611298,7.829433597,14.02171832,14.16060451,13.71297477,14.33194067,3.943766102,32.06079949,19.50057801,19.47391226,22.14103841,29.46603263,17.43679163,23.27279304,12.22315405
FBgn0000257,54.2844735,42.58094735,36.38537938,27.40916098,31.80816093,33.88417984,32.70422398,46.4537062,81.8812096,53.20172556,0,0,1.408569738,94.32706977,0.748043146,17.32914636,9.980164217,18.77254451,8.500440499,6.578595717,7.799892957,47.32784687,43.26690746,44.6277156,56.73641094,45.53841406,27.69372788,49.8702708,47.53448797
FBgn0000259,423.799837,330.9700908,324.4362995,271.7082045,241.7420231,318.2692606,323.1177329,341.2560725,255.4872715,276.8152283,326.0854773,216.6128207,359.6548065,551.8361425,158.5851469,189.7854704,187.6435834,149.1410457,144.1867171,140.9699082,130.1442814,240.4559962,210.2406067,269.3891196,171.5930477,213.7626731,267.7060362,193.4966507,221.3749011
FBgn0000261,0,17.41947846,9.096344846,2.383405302,0,18.55562229,0,0,2.237191519,0,0,0,0,0,22.22756776,22.33998386,12.12466231,20.26655324,17.32165234,9.632943728,42.06683842,17.55710448,15.23482657,23.53097731,20.06531606,29.46603263,41.02774501,13.29873888,6.111577025
FBgn0000273,238.089796,498.0680508,234.079274,424.8419951,271.8151934,538.5164296,258.6904117,338.8738311,349.001877,644.655284,372.1457053,472.4003005,452.150886,613.3537967,341.0008112,345.4346103,483.7492821,356.1586905,313.5539845,318.8269424,280.971425,564.1174005,464.9669069,343.2277036,463.5779918,564.6763344,655.4182266,551.8976635,315.7648129
FBgn0000274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0000276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0000277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0000278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0000279,0,0,0,0,0,0,0,0,0,0,0,0,0.469523246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0000283,12.85684899,32.25829345,1.212845979,43.49714677,13.87992477,29.44696581,68.35182812,10.72008605,2.684629823,5.403300253,21.98329061,52.07925264,44.60470838,0.455686327,2.457856051,13.57101823,25.65149646,9.808492115,13.63278193,0.704849541,9.990874125,34.3508566,32.29783233,34.89075947,46.35779918,53.03885873,49.23329402,47.21052303,53.64606499
FBgn0000286,44.28470206,203.2272487,114.6139451,75.07726702,71.13461445,122.2250773,98.76675642,119.7076275,2.237191519,86.86844252,58.0986966,55.76627938,75.59324262,58.32784991,22.54815768,18.79064063,17.23846547,17.86314789,31.35539845,34.89005228,18.66715955,110.6860935,76.78352591,60.85597581,70.57455995,69.11124017,101.5436689,103.0652263,115.4408994
FBgn0000287,11.9044898,0,0,0,0,0,0,2.382241344,0,0,0,0,0,0.455686327,0.106863307,0,0.082480696,6.625603945,0.16038567,0.117474924,0,20.61051396,14.62543351,14.6054342,24.90866822,5.893206526,26.66803426,9.309117216,35.31133392
FBgn0000289,397.1337798,498.7132167,500.2989665,429.6088057,494.47232,327.1436887,466.0351917,461.5592603,421.9343205,363.2680324,484.155805,305.1014624,316.4586679,286.1710136,269.6161224,325.4956527,330.1702261,291.5915305,278.8304869,336.5656559,211.3858631,204.5784348,221.8190749,218.2700999,303.0554633,218.5843875,264.6289553,223.4188132,211.1889394
FBgn0000299,0,0.645165869,0,0,0,0,0,0,0,0.415638481,0,0,0,0,0,0.208784896,0,0,0,0,0,116.0295601,107.8625721,104.6722784,149.4520093,90.00533603,84.10687728,126.3380194,137.8500151
FBgn0000303,2156.141193,1857.432537,1466.937212,1504.524597,1319.749514,1672.426305,1923.00837,2367.947896,1711.004074,2068.217081,1566.04775,1896.975255,2413.349485,2226.483396,9.403970976,18.58185574,9.485280041,8.964052396,3.368099066,10.33779327,7.799892957,690.0705414,564.2979761,649.1304087,545.223071,659.5033848,535.4120724,609.7471777,621.3436642
FBgn0000307,163.8057797,0.645165869,102.4854853,0.595851326,105.8344264,2.016915467,131.7980226,182.2414628,106.9377546,90.19355037,96.831161,88.02776331,103.2951141,0,43.06591254,43.94922059,43.05492332,38.45448564,33.03944798,32.30560397,34.09166697,57.25142766,43.87630052,42.19347656,52.58496623,55.71758897,45.13051951,52.53001858,84.88301423
FBgn0000308,585.2247187,312.2602806,185.5654349,446.2926428,421.6027149,390.4748343,489.2551907,457.390338,514.5540494,383.6343179,389.4182907,454.4260452,456.8461185,390.5231826,148.3262695,99.38161046,82.39821532,116.2078966,97.99564425,96.79933697,82.5561704,387.7830033,392.4491324,341.6048776,405.457766,376.6294716,363.0955434,448.8324372,367.3736856
FBgn0000316,18.57100409,29.0324641,18.79911268,42.30544411,6.361632187,32.27064747,0,0,41.16432395,30.34160911,22.50670229,24.42655212,9.859988168,14.12627615,11.22064719,25.99371954,13.36187275,10.65293183,23.49650063,13.62709113,20.15702674,22.90057106,35.9541907,37.3249985,14.53005646,21.42984191,18.46248526,39.89621664,26.48350044
FBgn0000317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.030402824,0.104392448,0,0,0,0,0.087639247,2.290057106,2.437572251,0,4.843352153,0.535746048,3.077080876,0,0
FBgn0000318,192.8527348,81.93606535,66.10010588,129.895589,207.0422112,238.3994082,73.91154619,39.90254251,152.1290233,54.03300253,88.97998578,90.33215502,137.1007879,241.9694399,69.46114926,75.78891722,50.06578248,82.88500621,60.78616885,84.81689477,35.75681266,42.74773265,30.46965314,81.14130108,38.05490978,57.86057316,48.20760039,43.88583831,96.42710417
FBgn0000319,50.47503676,53.54876712,24.86334258,32.77182291,20.24155696,35.09432912,123.6219666,77.42284367,59.06185611,30.34160911,55.48163819,186.1948501,50.23898733,22.32863004,25.86092018,68.37705341,28.62080152,20.91612226,56.5359486,21.73286085,40.48933198,73.2818274,67.64262997,94.12390926,66.42311524,78.75466903,64.61869839,60.50926191,60.43670613
FBgn0000320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.633523688,0,7.302717098,0,11.250667,10.25693625,1.329873888,0
FBgn0000326,14.76156735,64.51658689,22.43765062,24.42990435,0,24.2029856,4.905633597,41.09366318,0,44.47331746,40.82611112,0,0,0.455686327,17.20499235,32.46605131,0.164961392,27.08702789,20.60955857,27.84155687,0.087639247,11.45028553,20.10997107,17.03967323,25.60057567,4.82171443,5.128468127,9.97405416,11.54408994
FBgn0000330,0,0,30.92757248,35.15522821,15.61491537,41.95184171,25.83633694,2.382241344,0,0,33.49834759,47.93134756,22.06759257,16.40470779,16.02949598,14.82372761,15.58885155,10.52301803,10.66564704,11.9824422,25.24010305,19.08380922,46.92326583,19.47391226,43.59016938,21.42984191,20.51387251,16.6234236,13.58128228
FBgn0000337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0000339,0.476179592,72.90374319,77.62214269,157.9006013,93.6894922,35.09432912,138.3388674,51.21818889,81.4337713,58.18938734,14.13211539,0,72.77610314,42.83451478,97.35247227,32.67483621,58.97369765,25.59301916,40.17661028,15.85911467,53.45994049,176.3343972,128.5819362,74.649997,74.0340972,186.9753707,98.46658803,180.1979118,87.59927069
FBgn0000346,201.900147,270.9696649,436.0181296,272.8999071,277.5984954,431.2165268,412.7273066,443.6924503,214.7703858,222.7822258,394.1289959,253.0222097,354.0205276,410.1176947,89.23086097,155.440355,108.1321925,116.9224226,111.4680405,121.9389706,126.81399,409.920222,418.0436411,379.7412891,624.1005203,418.4176633,534.3863788,394.3076078,398.6106348
FBgn0000351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.78536654,3.966913022,0.082480696,4.611940001,5.613498443,0,5.60891179,0,0,0,0,3.214476287,0,0,3.395320569
FBgn0000352,89.9979429,60.64559168,15.76699773,14.30043181,0,2.42029856,90.91774266,26.80021512,43.40151547,0,0,45.16607751,0.469523246,126.2251127,0.213726613,17.8511086,4.783880369,3.377758874,8.099476325,5.403846481,11.21782358,46.5644945,35.34479764,60.85597581,38.05490978,23.03708006,30.77080876,35.90659498,31.91601335
FBgn0000355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0000356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0000357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.891762929,0,0,0,0,0,0,0,0,0,0
FBgn0000358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0000359,0,0,0,0,0,0,0,0,0,0,0,0,5.164755707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0000360,0,0.645165869,0,0,0,0,0,0,0.447438304,0,0,0,0,0,0,0,0,0.064956901,0.080192835,0,0,0,0,0,0,0,0,0,0
FBgn0000370,130.9493878,94.83938273,89.75060248,54.81832195,31.22983073,172.2445809,364.6520974,53.60043023,199.5574835,53.61736405,89.50339747,234.587076,94.84369571,78.83373464,4.274532262,21.29605938,11.87722023,4.09228479,6.495619627,11.5125425,17.4402101,12.2136379,3.656358377,9.73695613,7.610981955,3.214476287,1.025693625,4.654558608,4.753448797
